00A695A8	Michael	迈克尔
00AB3780	Pallet Of Boxes #1	箱子托盘 1
00AB37B0	Pallet Of Boxes #2	箱子托盘 2
00AB37E0	Pallet Of Boxes #3	箱子托盘 3
00AB3810	Pallet of Boxes #4	箱子托盘 4
00AB3840	Pallet of Boxes #5	箱子托盘 5
00AB3870	Pallet of Boxes #6	箱子托盘 6
00AB38A0	Pallet of Boxes #7	箱子托盘 7
00AB38D0	Pallet of Boxes #8	箱子托盘 8
00AB3900	Pallet of Boxes And Kegs	箱子和桶托盘
00AB3938	Pallet Pile #1	托盘堆 1
00AB3960	Pallet Pile #2	托盘堆 2
00AB3988	Pallet Pile #3	托盘堆 3
00AB39B0	Pallet Pile #4	托盘堆 4
00AB39D8	Paper Box #1	纸箱 1
00AB3A00	Paper Box #2	纸箱 2
00AB3A28	Paper Box #3	纸箱 3
00AB3A50	Parcel Box Open	打开包裹箱
00AB3A78	Pile of Boxes	箱子堆
00AB3AA0	Pile of Boxes #1	箱子堆 1
00AB3AD0	Pile of Boxes #2	箱子堆 2
00AB3B00	Pile of Boxes #3	箱子堆 3
00AB3B30	Pile of Boxes #4	箱子堆 4
00AB3B60	Pile of Boxes #5	箱子堆 5
00AB3B90	Pile of Boxes #6	箱子堆 6
00AB3BC0	Pile of Boxes #7	箱子堆 7
00AB3BF0	Pile of Flat Cardboard #1	平放的纸板堆 1
00AB3C28	Pile of Flat Cardboard #2	平放的纸板堆 2
00AB3C60	Pile of Flat Cardboard #3	平放的纸板堆 3
00AB3C98	Pile of Flat Cardboard #4	平放的纸板堆 4
00AB3CD8	Plastic Crate Pile	塑料箱堆
00AB3D08	Plastic Fruit Crates	塑料水果箱
00AB3D38	Plastic Storage Box	塑料储物箱
00AB3D60	Plastic Storage Boxes Stacked	叠放的塑料储物箱
00AB3D94	Sack	麻
00AB3DB8	Skid Row Box #1	贫民箱子 1
00AB3DE0	Skid Row Box #2	贫民箱子 2
00AB3E08	Skid Row Box #3	贫民箱子 3
00AB3E28	Skid Row Box #4	贫民箱子 4
00AB3E48	Small Crate #1	小箱子 1
00AB3E68	Small Crate #2	小箱子 2
00AB3E90	Tea Box	茶箱
00AB3EB0	Wooden Box #1	木箱 1
00AB3ED8	Wooden Box #2	木箱 2
00AB3F00	Wooden Box #3	木箱 3
00AB3F28	Wooden Box #4	木箱 4
00AB3F50	Wooden Box #5	木箱 5
00AB3F78	Wooden Box #6	木箱 6
00AB3FA0	Wooden Box #7	木箱 7
00AB3FC8	Wooden Box #8	木箱 8
00AB3FF0	Wooden Box #9	木箱 9
00AB4018	Abattoir Switch	屠宰场开关
00AB4040	Air Conditioner Large #1	大型空调 1
00AB4078	Air Conditioner Large #2	大型空调 2
00AB40B0	Air Conditioner Large #3	大型空调 3
00AB40E8	Air Conditioner Large #4	大型空调 4
00AB4120	Air Conditioner Large #5	大型空调 5
00AB4158	Air Conditioner Large, Damaged	损坏炸毁的大型空调
00AB4190	Air Conditioner Medium #1	中型空调 1
00AB41C8	Air Conditioner Medium #2	中型空调 2
00AB4200	Air Conditioner Medium #3	中型空调 3
00AB4238	Air Conditioner Medium #4	中型空调 4
00AB4270	Air Conditioner Medium #5	中型空调 5
00AB42A8	Air Conditioner Medium #6	中型空调 6
00AB42E0	Air Conditioner Medium #7	中型空调 7
00AB4318	Air Conditioner Medium #8	中型空调 8
00AB4350	Air Conditioner Medium #9	中型空调 9
00AB4380	Aircon Fan	空调扇
00AB43A8	Alarm Bell	警铃
00AB43D0	Alarm Box Alert	警报箱警报
00AB43F8	Alarm Box Damaged	损坏警报箱
00AB4428	Bare Light Bulb	裸灯泡
00AB4450	CCTV Camera #1	CCTV摄像头1
00AB4478	CCTV Camera #2	CCTV摄像头2
00AB44A0	CCTV Camera #3	CCTV摄像头3
00AB44C8	CCTV Camera #4	CCTV摄像头4
00AB44F0	CCTV Camera #5	CCTV摄像头5
00AB4518	CCTV Camera #6	CCTV摄像头6
00AB4540	CCTV Camera #7	CCTV摄像头7
00AB4568	CCTV Controller #3	CCTV控制器3
00AB4598	CCTV Controller #1	CCTV控制器1
00AB45C0	CCTV Controller #2	CCTV控制器2
00AB45F0	CCTV Monitor #1	CCTV监视器1
00AB4618	CCTV Monitor #2	CCTV监视器2
00AB4640	CCTV Monitor #3	CCTV监视器3
00AB4668	CCTV Monitor #4	CCTV监视器4
00AB4690	CCTV Monitor #5	CCTV监视器5
00AB46B8	CCTV Monitors #1	CCTV监视器1
00AB46E8	CCTV Pole #1	CCTV杆 1
00AB4710	CCTV Pole #2	CCTV杆 2
00AB4738	CCTV Pole #3	CCTV杆 3
00AB4760	Door Bell	门铃
00AB4780	Electric Heater	电暖器
00AB47A0	Electricity Substation #1	变电站 1
00AB47D0	Electricity Substation #2	变电站 2
00AB4800	Electricity Substation #3	变电站 3
00AB4838	Electricity Substation #4	变电站 4
00AB4870	Electricity Substation #5	变电站 5
00AB48A8	Electricity Substation #6	变电站 6
00AB48E0	Electricity Substation #8	变电站 8
00AB4918	Electricity Substation #9	变电站 9
00AB4950	Electricity Transformer #1	变压器 1
00AB4988	Electricity Transformer #2	变压器 2
00AB49C0	Electricity Transformer #3	变压器 3
00AB49F8	Fire Extinguisher	灭火器
00AB4A20	Fire Hose Box	消防水带
00AB4A48	Gate Intercom	门对讲机
00AB4A70	Lift Overlay: Floor 1	电梯覆盖层1楼
00AB4AA0	Lift Overlay: Floor 49	电梯覆盖层49楼
00AB4AD0	Mail Box #1	邮箱 1
00AB4AF8	Mail Box #2	邮箱 2
00AB4B20	Mail Box #3	邮箱 3
00AB4B48	Medical Station Box	医疗站箱
00AB4B78	Outside Light	室外灯
00AB4BA0	Roof Vent #1	屋通风口
00AB4BC8	Satellite Dish #1	卫星天线 1
00AB4BF8	Satellite Dish #2	卫星天线 2
00AB4C28	Satellite Dish #5	卫星天线 5
00AB4C58	Satellite Dish #7	卫星天线 7
00AB4C88	Satellite Dish #9	卫星天线 9
00AB4CB8	Satellite Dish Exterior	外部卫星天线
00AB4CE8	Satellite Dish Large Roof	大型屋顶卫星天线
00AB4D20	Security Light #1	安全灯 1
00AB4D50	Security Light #2	安全灯 2
00AB4D80	Security Light #3	安全灯 3
00AB4DB0	Tannoy Speaker	扩音器
00AB4DE0	Trevor Trailer Porch	特雷弗拖车门
00AB4E08	Up/Down Switch	上/下开关
00AB4E2C	Valve	阀
00AB4E50	Wall Light #2	壁灯 2
00AB4E78	Wall Light #3	壁灯 3
00AB4EA0	Wall Light #4	壁灯 4
00AB4EC8	Wall Light #5	壁灯 5
00AB4EF0	Wall Light #6	壁灯 6
00AB4F18	Wall Light #8	壁灯 8
00AB4F40	Wall Light #9	壁灯 9
00AB4F68	Wall Light #10	壁灯 10
00AB4F90	Wall Light #11	壁灯 11
00AB4FB8	Wall Light #12	壁灯 12
00AB4FE0	Wall Light #13	壁灯 13
00AB5008	Wall Light #14	壁灯 14
00AB5030	Wall Light #16	壁灯 16
00AB5058	Wall Light #17	壁灯 17
00AB5080	Wall Light #18	壁灯 18
00AB50A8	Wall Light #21	壁灯 21
00AB50D0	Wall Light #22	壁灯 22
00AB50F8	Wall Light #23	壁灯 23
00AB5118	Window Cleaning Cable	窗户清洁电缆
00AB5148	Window Cleaning Platform	窗户清洁平台
00AB5180	Window Cleaning Support	窗户清洁支架
00AB51B0	Bleachers #1	看台 1
00AB51D8	Bleachers #2	看台 2
00AB5200	Building Pillar #1	建筑柱子 1
00AB5230	Building Pillar #2	建筑柱子 2
00AB5260	Building Pillar #3	建筑柱子 3
00AB5290	Building Pillar #4	建筑柱子 4
00AB52C0	Building Pillar #5	建筑柱子 5
00AB52F0	Building Wall	建筑墙
00AB5318	FIB Planter Box #1	FIB花箱 1
00AB5348	FIB Planter Box #2	FIB花箱 2
00AB5378	FIB Planter Box #3	FIB花箱 3
00AB53A8	FIB Wall Fragment	FIB墙碎片
00AB53D8	FIB Wall Section	FIB墙段
00AB5408	Lab Doorway	实验室
00AB5430	Low Wall #1	低墙 1
00AB5458	Low Wall #1 Long	长低墙 1
00AB5488	Low Wall #2 Short	短低墙 2
00AB54B8	Low Wall #2 Long	长低墙 2
00AB54E8	Marble Block	大理石块
00AB5510	Planter #1	花盆 1
00AB5538	Planter #2	花盆 2
00AB5558	Prologue Pillar	序幕柱
00AB5580	Car Battery #1	汽车电池 1
00AB55A8	Car Battery #2	汽车电池 2
00AB55C8	Car Bonnet #2	车引擎盖2
00AB55E8	Car Bumper #1	车引擎盖1
00AB5608	Car Bumper #2	车保险杠2
00AB5628	Car Bumper #3	车保险杠3
00AB5648	Car Bumper #4	车保险杠4
00AB5670	Car Bumper #5	车保险杠5
00AB5698	Car Door #1	车门 1
00AB56C0	Car Door #2	车门 2
00AB56E8	Car Door #3	车门 3
00AB5710	Car Door #4	车门 4
00AB5738	Car Engine	发动机
00AB5758	Car Exhaust	排气管
00AB5778	Car Seat	座椅
00AB57A0	Car Tyre	轮胎
00AB57C8	Covered Car: Cheetah	覆盖汽车猎豹
00AB57F8	Covered Car: Entity XF	覆盖汽车Entity XF
00AB5828	Covered Car: JB700	覆盖汽车JB700
00AB5858	Covered Car: Z-Type	覆盖汽车: Z型
00AB5888	Ejector Seat	弹射座椅
00AB58A8	Jetski Trailer	水上摩托
00AB58C8	Number Plate: Brad	车牌：Brad
00AB58F0	Number Plate: Lily	车牌：Lily
00AB5918	Number Plate: Sindy	车牌：Sindy
00AB5948	Number Plate: Tyler	车牌：Tyler
00AB5980	Stockade Wheel	围栏轮
00AB59A8	Stockade Wheel With Flat Tyre	围栏轮（带瘪胎）
00AB59E0	Taxi Meter	计价器
00AB5A00	Tyre Rack	轮胎架
00AB5A20	Wheel #1	轮子 1
00AB5A40	Wheel #2	轮子 2
00AB5A60	Wheel #3	轮子 3
00AB5A88	Wheel #4	轮子 4
00AB5AB0	Wheel Rim #1	轮辋 1
00AB5AD8	Wheel Rim #2	轮辋 2
00AB5B00	Wheel Rim #3	轮辋 3
00AB5B20	Wheel: Tornado	轮子
00AB5B48	Armchair	扶手
00AB5B70	Camping Chair #1	露营椅 1
00AB5B98	Camping Chair #2	露营椅 2
00AB5BC0	Chair #1	椅子 1
00AB5BE0	Chair #2	椅子 2
00AB5C00	Chair #3	椅子 3
00AB5C20	Chair #4	椅子 4
00AB5C40	Chair #5	椅子 5
00AB5C60	Chair #6	椅子 6
00AB5C80	Chair #7	椅子 7
00AB5CA0	Chair #8	椅子 8
00AB5CC0	Chair #9	椅子 9
00AB5CE0	Chair #10	椅子 10
00AB5D00	Chair #11	椅子 11
00AB5D28	Chair #12	椅子 12
00AB5D50	Chair #14	椅子 14
00AB5D78	Chair #15	椅子 15
00AB5DA0	Chair Pile #1	椅子堆 1
00AB5DC0	Chateau Chair	城堡椅
00AB5DE8	Cheap Plastic Chair	廉价塑料椅
00AB5E18	Clown Chair	小丑椅
00AB5E40	Couch #1	沙发 1
00AB5E68	Couch #2	沙发 2
00AB5E90	Dining Table Chair	餐桌椅
00AB5EC0	Directors Chair	导演椅
00AB5EE8	Easy Chair	休闲椅
00AB5F18	FIB Waiting Area Seats	FIB 等候区座椅
00AB5F48	Folding Chair	折叠椅
00AB5F68	Hobo Seat #1	流浪者椅
00AB5F90	Large Sofa	大沙发
00AB5FB8	Leather Office Chair	皮革办公椅
00AB5FE8	Office Chair	办公椅
00AB6010	Office Chair #1	办公椅 1
00AB6038	Office Chair #3	办公椅 3
00AB6060	Office Chair #5	办公椅 5
00AB6080	Office Chair #7	办公椅 7
00AB60A8	Office Chair #8	办公椅 8
00AB60D0	Old Deckchair #1	旧躺椅 1
00AB6100	Old Deckchair #2	旧躺椅 2
00AB6130	Old Wooden Chair	旧木椅
00AB6160	Patio Lounger #1	庭院躺椅 1
00AB6190	Patio Lounger #2	庭院躺椅 2
00AB61C0	Patio Lounger #3	庭院躺椅 3
00AB61F0	Patio Lounger #4	庭院躺椅 4
00AB6218	Rocking Chair	摇椅
00AB6238	Sofa #1	沙发1
00AB6258	Sofa #3	沙发3
00AB6278	Sofa #4	沙发4
00AB6290	Sofa #5	沙发5
00AB62A8	Solomon's Chair	所罗门椅子
00AB62D0	Table #14	桌子 14
00AB62F0	Tatty Armchair	破扶手椅
00AB6318	Tennis Umpire Chair	网球裁判椅
00AB6348	Venice Market Stool	威尼斯市场凳
00AB6378	Waiting Area Bench	等候区长凳
00AB63A8	Waiting Area Seat	等候区座椅
00AB63D8	Wooden Chair Arms	木椅扶手
00AB6408	Yacht Lounger	游艇躺椅
00AB6430	Yacht Seat #1	游艇座椅1
00AB6458	Yacht Seat #2	游艇座椅2
00AB6480	Yacht Seat #3	游艇座椅3
00AB64A8	Big Clock	大钟
00AB64D0	Egg Shaped Clock	蛋形钟
00AB64F8	Hotel Clock	酒店钟
00AB6520	Misc Clock	杂项钟
00AB6548	Sports Clock	体育钟
00AB6570	USA Wall Clock	美国墙钟
00AB6598	Wall Clock #1	墙钟 1
00AB65C0	Wall Clock #2	墙钟 2
00AB65E8	Amanda Shoe	阿曼鞋
00AB6618	Aviators	眼镜
00AB6640	Bright Balaclava	迈克头套
00AB6668	Busker Hat	艺人帽
00AB6690	Cowboy Hat	牛仔帽
00AB66A0	Gas Mask	防毒
00AB66C4	Jeans	裤
00AB66E8	Lazlow Jeans #1	牛仔裤 1
00AB6708	Lazlow Jeans #2	牛仔裤 2
00AB6728	Lazlow Shirt #1	衬衫 1
00AB6750	Michael Balaclava	迈克头套
00AB6780	Necklace #4	项链 4
00AB67B0	Necklace #5	项链 5
00AB67D8	Necklace #8	项链 8
00AB6800	Necklace #9	项链 9
00AB6828	Necklace #10	项链 10
00AB6850	Old Boot	靴子
00AB6870	Orleans Mask	奥尔良
00AB6898	Overalls #1	工装裤 1
00AB68C0	Overalls #2	工装裤 2
00AB68E8	Panties #1	内裤 1
00AB6908	Panties #3	内裤 3
00AB6930	Rolled Sock #2	卷的袜子 2
00AB6958	Shirt #1	衬衫 1
00AB6980	Shirt #2	衬衫 2
00AB69A8	Shoe #1	鞋 1
00AB69C0	Ski Mask	面罩
00AB69E8	Sunglasses	太阳镜
00AB6A10	T-Shirt #1	T恤 1
00AB6A38	T-Shirt Box #2	T恤盒 2
00AB6A60	T-Shirt Pile #1	T恤堆 1
00AB6A88	T-Shirt Pile #2	T恤堆 2
00AB6AB0	T-Shirt Shelf	T恤架
00AB6AD8	Watch #1	手表 1
00AB6AF8	Watch #4	手表 4
00AB6B18	Watch #6	手表 6
00AB6B38	Watch #7	手表 7
00AB6B58	CRT Monitor #2	CRT显示器 2
00AB6B78	Fax Machine	传真机
00AB6B98	Keyboard #1	键盘 1
00AB6BC0	Keyboard #2	键盘 2
00AB6BE8	Laptop #1	电脑1
00AB6C08	Laptop #2	电脑2
00AB6C30	Laptop Jimmy	吉米电脑
00AB6C58	Laptop Lester #2	莱斯特电脑2
00AB6C88	Mouse #1	鼠标 1
00AB6CB0	Mouse #2	鼠标 2
00AB6CD0	Mouse Mat	鼠标垫
00AB6CF0	PC #1	电 1
00AB6D04	PC #4	脑 4
00AB6D20	PC Monitor #1	显示器 1
00AB6D48	PC Monitor #3	显示器 3
00AB6D68	PC Monitor #8	显示器 8
00AB6D90	PC Monitor (Life Invader)	个人电脑显示器
00AB6DC0	Printer #1	打印机1
00AB6DE0	Printer #2	打印机2
00AB6E00	Printer #3	打印机3
00AB6E20	Projector (Mounted)	投影仪 (固定)
00AB6E50	Server Disk Drive	磁盘驱动器
00AB6E80	Tablet #1	平板 1
00AB6EA0	Barrier Sign #1	路障标志  1
00AB6EC8	Barrier Sign #2	路障标志  2
00AB6EF0	Barrier Sign #3	路障标志  3
00AB6F18	Barrier Sign #4	路障标志  4
00AB6F40	Barrier Sign #5	路障标志  5
00AB6F68	Barrier Sign #6	路障标志  6
00AB6F90	Cable Spool #1	电缆卷轴 1
00AB6FB8	Cable Spool #3	电缆卷轴 3
00AB6FE0	Cable Spool #5	电缆卷轴 5
00AB7008	Cable Spool #6	电缆卷轴 6
00AB7030	Cable Spool #7	电缆卷轴 7
00AB7058	Cement Bags Pallet #1	水泥袋托盘  1
00AB7088	Cement Mixer #1	水泥搅拌机
00AB70B0	Cement Mixer #2	水泥搅拌 2
00AB70D8	Compressor #1	压缩机  1
00AB7100	Compressor #2	压缩机  2
00AB7128	Compressor #3	压缩机  3
00AB7150	Concrete Barrier #2	混凝土路障  2
00AB7180	Concrete Barrier #3	混凝土路障  3
00AB71B0	Concrete Barrier #4	混凝土路障  4
00AB71E0	Concrete Barrier #6	混凝土路障  6
00AB7210	Concrete Blocks Pallet #1	混凝土块托盘  1
00AB7248	Concrete Blocks Pallet #2	混凝土块托盘  2
00AB7280	Concrete Blocks Pallet #3	混凝土块托盘  3
00AB72B8	Concrete Cylinder	混凝土圆柱
00AB72E8	Concrete Pillar	混凝土柱子
00AB7310	Concrete Pipe #1	混凝土管  1
00AB7340	Concrete Pipe #2	混凝土管  2
00AB7370	Concrete Sacks	混凝土袋
00AB7398	Construction Crate	施工板条箱
00AB73C0	Construction Fence #1	施工围栏  1
00AB73F0	Construction Fence #2	施工围栏  2
00AB7420	Construction Foundation	施工地基
00AB7450	Construction Lamp #1	施工灯  1
00AB7480	Construction Lift	施工升降机
00AB74B0	Construction Lift Door	施工升降机门
00AB74E0	Construction Plank	施工木板
00AB7508	Construction Shuttering #1	施工模板  1
00AB7540	Construction Shuttering #2	施工模板  2
00AB7578	Construction Sign #2	施工标志  2
00AB75A8	Construction Sign #3	施工标志  3
00AB75D8	Generator #1	发电机  1
00AB7600	Generator #3	发电机  3
00AB7628	Generator #4	发电机  4
00AB7650	Giant Wooden Block	巨大木块
00AB7680	Girder #1	钢梁  1
00AB76A0	Girder #2	钢梁  2
00AB76C0	Large Black Pipe	大黑色管道
00AB76F0	Large Pipe (Metal)	大型金属管道
00AB7718	Light Rig (Snowy)	灯具 (积雪)
00AB7750	Pipes #1	管道 1
00AB7770	Pipes #3	管道 3
00AB7790	Pipes Stack #1	管道堆  1
00AB77B8	Pipes Stack #3	管道堆  3
00AB77D8	Pipes Stack #4	管道堆  4
00AB7800	Plank Fragment #1	木板碎片  1
00AB7828	Plank Fragment #3	木板碎片  3
00AB7850	Plank Fragment #5	木板碎片  5
00AB7878	Portacabin	临小屋
00AB78A0	Portaloo	厕所
00AB78C8	Reinforced Concrete Metal	加固混凝土金属
00AB7900	Scaffolding Frame	脚手架框架
00AB7930	Single Pipe	单管道
00AB7958	Skid Row Concrete Pillars	贫民区混凝土柱子
00AB7990	Skid Row Round Pillar	贫民区圆柱
00AB79C0	Striped Concrete Barrier	条纹混凝土路障
00AB79F8	Toolbench With Blueprints	带蓝图的工具台
00AB7A30	Wall Brick #1	砖墙  1
00AB7A58	Wall Brick #2	砖墙  2
00AB7A80	Wall Brick #3	砖墙  3
00AB7AA8	Wall Chunk	墙块
00AB7AD0	Water Crate	水箱
00AB7AF8	Water Crate On Platform	平台上的水箱
00AB7B28	Wood Pile #1	木堆  1
00AB7B50	Wood Pile #3	木堆  3
00AB7B78	Wood Pile #4	木堆  4
00AB7BA0	Wood Pile #5	木堆  5
00AB7BC8	Work Light #1	工作灯  1
00AB7BF0	Work Light #2	工作灯  2
00AB7C18	Work Light #3	工作灯  3
00AB7C40	Work Light #4	工作灯  4
00AB7C68	Work Light #5	工作灯  5
00AB7C90	Work Light #7	工作灯  7
00AB7CB8	Work Light #8	工作灯  8
00AB7CE0	C4 Stack	C4 堆
00AB7D08	Flagpole #1	旗杆  1
00AB7D30	Flagpole #2	旗杆  2
00AB7D58	Flagpole #3	旗杆  3
00AB7D80	Flagpole #4	旗杆  4
00AB7DA8	Flagpole #5	旗杆  5
00AB7DD0	Flagpole #6	旗杆  6
00AB7DF8	Flagpole #7	旗杆  7
00AB7E20	Flagpole #8	旗杆  8
00AB7E48	Flagpole #9	旗杆  9
00AB7E70	Flagpole #10	旗杆  10
00AB7E98	Flagpole #11	旗杆  11
00AB7EC0	Speakerstack	音箱堆
00AB7EF0	Straight Track (small)	直轨道（小）
00AB7F28	Straight Track (medium)	直轨道（中）
00AB7F60	Straight Track (Barricade)	直轨道（带路障）
00AB7FA0	Straight Track (long 2)	直轨道（长2）
00AB7FD8	Straight Track (long)	直轨道（长）
00AB8010	Straight Track (small barricade)	直轨道（小路障）
00AB8058	Straight Track (medium barricade)	直轨道（中路障）
00AB80A0	Straight Track (long barricade)	直轨道（长路障）
00AB80E0	Track Start #1	轨道起点 1
00AB8108	Track Start #2	轨道起点 2
00AB8130	Track Link	轨道链
00AB8158	Track Funnel	轨道漏斗
00AB8180	Track Fork (Barricade)	轨道分叉 (路障)
00AB81B0	Track Fork	道分叉
00AB81D8	Track Crossroads (Barricade)	轨道十字路口 (路障)
00AB8218	Track Crossroads	轨道十字口
00AB8248	Track Chicane #2	轨道弯道  2
00AB8280	Track Chicane	轨道弯道
00AB82B0	Track Chicane #3	轨道弯道  3
00AB82E8	Track Chicane (Long)	轨道弯道 (长)
00AB8320	Track Block #3	轨道块  3
00AB8348	Track Block #2	轨道块  2
00AB8370	Track Block #1	轨道块  1
00AB8398	Track Bend (Long) #2	轨道弯曲 (长) 2
00AB83D0	Track Bend (Long)	轨道弯曲(长)
00AB8400	Track Bend (Long Barricade) #2	轨道弯曲（长路障） 2
00AB8440	Track Bend (Long Barricade)	轨道弯曲（长路障）
00AB8480	Track Bend (Medium)	轨道弯曲 (中)
00AB84B0	Track Bend (Medium) #2	轨道弯曲  (中) 2
00AB8538	Track Bend (Medium Barricade)	轨道弯曲（中路障）
00AB8578	Track Bend (Medium Barricade) #2	轨道弯曲（中路障） 2
00AB85A0	Track Bend (180 degrees Barricade)	轨道弯曲（180度路障）
00AB85E8	Track Bend (180 degrees)	轨道弯曲（180度）
00AB8628	Track Bend (30 degrees Barricade)	轨道弯曲（30度路障）
00AB8670	Track Bend (30 degrees)	轨道弯曲（30度）
00AB86A0	Track Bend (15 degrees Barricade)	轨道弯曲（15度路障）
00AB86E8	Track Bend (15 degrees)	轨道弯曲（15度）
00AB8770	Track Bend (5 degrees)	轨道弯曲（5度）
00AB87A8	Ramp Flip (Medium)	翻转坡 (道中)
00AB87E0	Ramp Flip (Medium Barricade)	翻转坡道（中路障）
00AB8820	Ramp Flip (Small)	翻转坡(道小)
00AB8850	Ramp Flip (Small Barricade)	翻转坡道（小路障）
00AB8888	Ramp Loop (High)	高环形坡道
00AB88B8	Ramp loop	环形坡
00AB88E0	Ramp Jump  (Large)	跳跃坡 (道大)
00AB8910	Ramp Jump  (Medium)	跳跃坡道 (中)
00AB8940	Ramp Jump  (Small)	跳跃坡道 (小)
00AB8970	Ramp Jump  (Extra Large)	跳跃坡道（超大）
00AB89A8	Ramp Jump  (Extra Small)	跳跃坡道（超小）
00AB89E8	Ramp Jump  (Extra Extra Large)	跳跃坡道（特超大）
00AB8A20	Ramp Multiple Loops	多环形坡道
00AB8A58	Ramp Spiral  ( Long Large)	螺旋坡道（长大）
00AB8A98	Ramp Spiral  (Long Large) #2	螺旋坡道 (长大) 2
00AB8AD8	Ramp Spiral  (Long Medium)	螺旋坡道（长中）
00AB8B18	Ramp Spiral  (Long Small)	螺旋坡道（长小）
00AB8B50	Ramp Spiral  (Long Extra Extra Large)	螺旋坡道（长特超大）
00AB8B90	Ramp Spiral  (Medium)	螺旋坡道（中）
00AB8BC8	Ramp Spiral  (Small)	螺旋坡道 (小)
00AB8C00	Ramp Spiral  (Extra Extra Large)	螺旋坡道（特超大）
00AB8C48	Stunt Block Huge #1	特技块(巨大) 1
00AB8C80	Stunt Block Huge #2	特技块(巨大) 2
00AB8CB8	Stunt Block Huge #3	特技块(巨大) 3
00AB8CF0	Stunt Block Huge #4	特技块(巨大) 4
00AB8D28	Stunt Block Huge #5	特技块(巨大) 5
00AB8D60	Stunt Block Hump #1	特技块(驼峰) 1
00AB8D98	Stunt Block Hump #2	特技块(驼峰) 2
00AB8DD0	Stunt Block Big (Large) #1	特技块（大） 1
00AB8E10	Stunt Block Big (Large) #2	特技块（大） 2
00AB8E50	Stunt Block Big (Large) #3	特技块（大） 3
00AB8E90	Stunt Block Big (Medium) #1	特技块（中） 1
00AB8ED0	Stunt Block Big (Medium) #2	特技块（中） 2
00AB8F10	Stunt Block Big (Medium) #3	特技块（中） 3
00AB8F50	Stunt Curved Wall #1	特技曲墙  1
00AB8F88	Stunt Curved Wall #2	特技曲墙  2
00AB8FC0	Stunt Curved Wall #3	特技曲墙  3
00AB8FF8	Stunt Block Small #1	特技块（小） 1
00AB9030	Stunt Block Small #2	特技块（小） 2
00AB9068	Stunt Block Small #3	特技块（小） 3
00AB90A0	Stunt Block Extra Large #1	特技块（超大） 1
00AB90E0	Stunt Block Extra Large #2	特技块（超大） 2
00AB9120	Stunt Block Extra Large #3	特技块（超大） 3
00AB9160	Stunt Bowling ball	特技保龄球
00AB9198	Stunt Bowling Pin	特技保龄瓶
00AB91C8	Stunt Bowlpin Stand	特技保龄支架
00AB91F8	Stunt Domino	特多米诺
00AB9220	Stunt Jump Large #1	特技跳跃 (大)1
00AB9258	Stunt Jump Large #2	特技跳跃 (大)2
